Source,Destination,Weight
C0232861,C0549299,1.0
C0232861,C0152447,1.0
C0232861,C0423736,2.0
C0562483,C0043144,1.0
C0278145,C0040822,2.0
C0278145,C0003862,3.0
C0278145,C0036572,1.0
C0278145,C0030794,1.0
C0278145,C0004604,3.0
C0278145,C0281856,1.0
C0278145,C0857027,1.0
C0278145,C0278144,2.0
C0278145,C0234230,3.0
C0278145,C0423736,1.0
C0278145,C0184567,2.0
C0278145,C0232285,1.0
C0278145,C0028081,1.0
C0278145,C0231749,1.0
C0278145,C0427008,1.0
C0278145,C0314719,1.0
C0278145,C0234229,1.0
C0278145,C0019559,1.0
C0278145,C0036396,1.0
C0278145,C0023222,1.0
C0278145,C0016512,1.0
C0278145,C0015644,2.0
C0278145,C0239589,1.0
C0278145,C1096446,1.0
C0278145,C0857160,1.0
C0278145,C0566948,1.0
C0278145,C2202100,1.0
C0278145,C0152031,1.0
C0278145,C0740398,1.0
C2129214,C0040822,1.0
C2129214,C0003862,4.0
C2129214,C0857027,2.0
C2129214,C0220870,1.0
C2129214,C0240211,1.0
C2129214,C0234230,1.0
C2129214,C0028643,3.0
C2129214,C0232487,1.0
C2129214,C0232517,1.0
C2129214,C0236000,3.0
C2129214,C0231772,3.0
C2129214,C0474585,1.0
C2129214,C0687713,1.0
C2129214,C0239832,3.0
C2129214,C0149651,7.0
C2129214,C0239181,1.0
C0040822,C0751372,1.0
C0040822,C0518214,2.0
C0040822,C0151315,2.0
C0040822,C0232292,6.0
C0040822,C0085593,7.0
C0040822,C0037088,2.0
C0040822,C0003862,1.0
C0040822,C0741585,2.0
C0040822,C0036572,19.0
C0040822,C0849852,1.0
C0040822,C0004604,6.0
C0040822,C0042571,2.0
C0040822,C0278144,1.0
C0040822,C0221170,2.0
C0040822,C0235239,1.0
C0040822,C0220870,5.0
C0040822,C0278141,1.0
C0040822,C0234230,3.0
C0040822,C0848283,1.0
C0040822,C0028643,3.0
C0040822,C1517205,1.0
C0040822,C0848290,1.0
C0040822,C0235710,1.0
C0040822,C0563278,1.0
C0040822,C0238995,1.0
C0040822,C0235162,1.0
C0040822,C0028081,5.0
C0040822,C0232517,1.0
C0040822,C0241745,1.0
C0040822,C0427008,1.0
C0040822,C0312422,2.0
C0040822,C0849959,1.0
C0040822,C0150055,3.0
C0040822,C0425449,1.0
C0040822,C0232492,1.0
C0040822,C0028084,5.0
C0040822,C0027498,1.0
C0040822,C0087169,2.0
C0040822,C0030201,1.0
C0040822,C0085631,4.0
C0040822,C0877716,1.0
C0040822,C0581394,1.0
C0040822,C0751295,3.0
C0040822,C0036396,1.0
C0040822,C0023222,5.0
C0040822,C0240129,1.0
C0040822,C0015644,2.0
C0040822,C0040460,1.0
C0040822,C0344232,3.0
C0040822,C0085632,1.0
C0040822,C0234369,8.0
C0040822,C0037384,1.0
C0040822,C0026837,1.0
C0040822,C0857072,2.0
C0040822,C0015468,1.0
C0040822,C0027796,1.0
C0040822,C0151786,1.0
C0040822,C1704276,6.0
C0040822,C0235004,4.0
C0040822,C0542476,1.0
C0040822,C0085636,1.0
C0040822,C0423636,1.0
C0040822,C0239836,1.0
C0040822,C0751559,1.0
C0040822,C0439814,1.0
C0040822,C0239589,1.0
C0040822,C2945698,1.0
C0040822,C0232849,1.0
C0040822,C0235267,2.0
C0040822,C0578687,1.0
C0040822,C0235150,3.0
C0040822,C0850149,1.0
C0040822,C0019825,1.0
C0040822,C0581881,1.0
C0040822,C0858598,1.0
C0040822,C0857233,1.0
C0040822,C1096446,1.0
C0040822,C0520962,1.0
C0040822,C0238552,1.0
C0040822,C0235031,1.0
C0040822,C0233844,1.0
C0040822,C0239511,1.0
C0040822,C0549248,1.0
C0040822,C0030552,1.0
C0040822,C0085635,2.0
C0040822,C0017672,2.0
C0040822,C0235218,1.0
C0040822,C0549209,1.0
C0040822,C0848717,1.0
C0040822,C0034642,1.0
C0040822,C0235283,1.0
C0040822,C0849911,1.0
C0040822,C1768507,1.0
C0040822,C0026838,1.0
C0040822,C0751409,1.0
C0040822,C0423621,1.0
C0040822,C0850674,1.0
C0040822,C0005874,1.0
C0040822,C0847550,1.0
C0040822,C0241042,1.0
C0040822,C0744648,1.0
C0040822,C0423575,1.0
C0040822,C0848178,1.0
C0040822,C0740425,2.0
C0040822,C0751190,1.0
C0040822,C0018991,1.0
C0040822,C0240735,1.0
C0040822,C0751186,1.0
C3257803,C0003862,1.0
C3257803,C0004604,1.0
C3257803,C0007859,1.0
C3257803,C0232431,1.0
C3257803,C0278148,1.0
C3257803,C0085631,1.0
C3257803,C0015468,1.0
C3257803,C0085602,1.0
C3257803,C0240941,1.0
C3257803,C0235234,1.0
C3257803,C0032781,1.0
C3257803,C0004317,1.0
C3257803,C0520963,1.0
C0751372,C0036572,1.0
C0751372,C0030794,1.0
C0751372,C0004604,2.0
C0751372,C0235129,1.0
C0751372,C0007859,1.0
C0751372,C0234230,2.0
C0751372,C0239377,1.0
C0751372,C0028643,1.0
C0751372,C1517205,2.0
C0751372,C0239783,1.0
C0751372,C0009193,1.0
C0751372,C0231749,1.0
C0751372,C0427008,1.0
C0751372,C0150055,3.0
C0751372,C0850630,1.0
C0751372,C0238740,1.0
C0751372,C0581394,1.0
C0751372,C0036396,3.0
C0751372,C0023218,1.0
C0751372,C0023222,2.0
C0751372,C0221785,1.0
C0751372,C0015644,1.0
C0751372,C0040460,1.0
C0751372,C0149738,1.0
C0751372,C0564823,2.0
C0751372,C0239649,2.0
C0751372,C0278146,2.0
C0751372,C0439814,1.0
C0751372,C0239589,1.0
C0751372,C0151827,1.0
C0751372,C0240940,1.0
C0751372,C0231710,1.0
C0751372,C0857233,1.0
C0751372,C0241374,1.0
C0751372,C0240007,1.0
C0751372,C0857073,1.0
C0751372,C0522245,1.0
C0231217,C0085593,1.0
C0231217,C0037088,1.0
C0231217,C0004604,1.0
C0231217,C0042571,1.0
C0231217,C0857027,1.0
C0231217,C0221170,1.0
C0231217,C0028643,1.0
C0231217,C0036396,1.0
C0231217,C0023222,1.0
C0231217,C0232471,1.0
C0231217,C0549248,1.0
C0518214,C0037088,1.0
C0518214,C0014724,1.0
C0518214,C0036572,2.0
C0518214,C0004604,2.0
C0518214,C0221170,1.0
C0518214,C0278141,1.0
C0518214,C0234230,1.0
C0518214,C0427008,1.0
C0518214,C0150055,2.0
C0518214,C0848168,1.0
C0518214,C0751295,1.0
C0518214,C0234369,1.0
C0518214,C0427149,1.0
C0518214,C0010201,1.0
C0518214,C0005874,1.0
C0151315,C0085593,1.0
C0151315,C0741585,1.0
C0151315,C0036572,2.0
C0151315,C0030794,1.0
C0151315,C0004604,1.0
C0151315,C0042571,1.0
C0151315,C0232487,1.0
C0151315,C0028081,1.0
C0151315,C0427008,2.0
C0151315,C0849959,1.0
C0151315,C0564820,1.0
C0151315,C0019559,1.0
C0151315,C0085631,1.0
C0151315,C0240129,1.0
C0151315,C0233488,1.0
C0151315,C0015644,1.0
C0151315,C0236000,1.0
C0151315,C0013456,2.0
C0151315,C0581881,1.0
C0151315,C0221758,1.0
C0151315,C0549248,1.0
C0151315,C0239832,1.0
C0151315,C0026838,1.0
C0151315,C0751409,1.0
C0151315,C0239375,1.0
C0151315,C0849824,1.0
C0151315,C2029681,1.0
C0151315,C2220244,1.0
C0151315,C0241042,1.0
C0232292,C0085593,2.0
C0232292,C0037088,1.0
C0232292,C0744318,1.0
C0232292,C0014724,1.0
C0232292,C0036572,2.0
C0232292,C0027424,2.0
C0232292,C0278144,1.0
C0232292,C0558489,1.0
C0232292,C0028643,1.0
C0232292,C0312422,1.0
C0232292,C0425449,1.0
C0232292,C0235240,1.0
C0232292,C0751295,2.0
C0232292,C0023218,1.0
C0232292,C0023222,2.0
C0232292,C0221776,1.0
C0232292,C0015644,1.0
C0232292,C0236000,1.0
C0232292,C0234369,2.0
C0232292,C0151786,1.0
C0232292,C0240382,1.0
C0232292,C0235004,2.0
C0232292,C0043144,4.0
C0232292,C0278146,1.0
C0232292,C0848633,1.0
C0232292,C0235267,3.0
C0232292,C0578687,1.0
C0232292,C0235150,2.0
C0232292,C2364135,1.0
C0232292,C0032781,2.0
C0232292,C0019825,1.0
C0232292,C0235031,1.0
C0232292,C0231811,1.0
C0232292,C1096252,1.0
C0232292,C0423572,1.0
C0232292,C0850674,1.0
C0232292,C0847550,1.0
C0232292,C0740425,2.0
C0232292,C0239451,1.0
C0085593,C0037088,1.0
C0085593,C0014724,2.0
C0085593,C0741585,4.0
C0085593,C0036572,3.0
C0085593,C0030794,1.0
C0085593,C0849852,1.0
C0085593,C0004604,3.0
C0085593,C0042571,1.0
C0085593,C0847554,1.0
C0085593,C0235129,1.0
C0085593,C0235239,1.0
C0085593,C0007859,3.0
C0085593,C0232431,1.0
C0085593,C0423736,1.0
C0085593,C0028643,1.0
C0085593,C0848290,1.0
C0085593,C0235710,1.0
C0085593,C0232487,1.0
C0085593,C0028081,7.0
C0085593,C0221100,1.0
C0085593,C0849959,1.0
C0085593,C0150055,1.0
C0085593,C0028084,2.0
C0085593,C0087169,1.0
C0085593,C0019559,1.0
C0085593,C0085631,3.0
C0085593,C0751295,2.0
C0085593,C0023222,2.0
C0085593,C0015644,1.0
C0085593,C0236000,1.0
C0085593,C0234369,3.0
C0085593,C0027796,1.0
C0085593,C1704276,1.0
C0085593,C0849963,1.0
C0085593,C0235004,2.0
C0085593,C0085636,1.0
C0085593,C0239649,1.0
C0085593,C0751559,1.0
C0085593,C0232471,1.0
C0085593,C0235267,3.0
C0085593,C0578687,1.0
C0085593,C0474585,1.0
C0085593,C0013456,1.0
C0085593,C0235150,3.0
C0085593,C0857233,1.0
C0085593,C0178310,1.0
C0085593,C0239832,1.0
C0085593,C0017672,1.0
C0085593,C0423621,1.0
C0085593,C0239375,1.0
C0085593,C0740425,2.0
C0037088,C0014724,1.0
C0037088,C0003862,2.0
C0037088,C0036572,2.0
C0037088,C0004604,5.0
C0037088,C0278144,1.0
C0037088,C0221170,2.0
C0037088,C0013428,1.0
C0037088,C0220870,2.0
C0037088,C0007859,3.0
C0037088,C0234230,1.0
C0037088,C0239377,2.0
C0037088,C0028643,6.0
C0037088,C0238995,1.0
C0037088,C0239667,1.0
C0037088,C0028081,2.0
C0037088,C0009193,1.0
C0037088,C0150055,1.0
C0037088,C0425449,2.0
C0037088,C0028084,3.0
C0037088,C0314719,2.0
C0037088,C0850630,1.0
C0037088,C0564820,1.0
C0037088,C0238740,1.0
C0037088,C0086132,1.0
C0037088,C0087169,1.0
C0037088,C0019559,1.0
C0037088,C0085631,1.0
C0037088,C0751295,2.0
C0037088,C0036396,1.0
C0037088,C0023218,1.0
C0037088,C0848404,1.0
C0037088,C0023222,1.0
C0037088,C0221785,1.0
C0037088,C0015644,1.0
C0037088,C0344232,1.0
C0037088,C0234369,1.0
C0037088,C0740418,1.0
C0037088,C0542476,1.0
C0037088,C0043144,2.0
C0037088,C0858968,1.0
C0037088,C0270996,1.0
C0037088,C0235267,1.0
C0037088,C2364135,1.0
C0037088,C0234981,1.0
C0037088,C0549248,1.0
C0037088,C0239832,1.0
C0037088,C0815110,1.0
C0037088,C0857062,1.0
C0037088,C0234532,1.0
C0037088,C0239375,1.0
C0037088,C3839047,1.0
C0037088,C2004489,1.0
C0037088,C2202100,1.0
C0037088,C0231753,1.0
C0037088,C2126424,1.0
C0037088,C0587056,1.0
C0037088,C0236080,1.0
C0744318,C0036572,1.0
C0744318,C0700184,1.0
C0744318,C0238741,1.0
C0744318,C0007859,1.0
C0744318,C0232431,1.0
C0744318,C0344232,1.0
C0744318,C0043144,1.0
C0231807,C0085631,1.0
C0558921,C0034886,1.0
C0558921,C0541887,1.0
C0014724,C0036572,1.0
C0014724,C0030794,2.0
C0014724,C0004604,3.0
C0014724,C0857027,2.0
C0014724,C0847554,1.0
C0014724,C0278144,1.0
C0014724,C0812426,1.0
C0014724,C0220870,2.0
C0014724,C0541976,1.0
C0014724,C0028643,1.0
C0014724,C0740396,1.0
C0014724,C0232517,1.0
C0014724,C0849959,1.0
C0014724,C0857257,1.0
C0014724,C0232492,1.0
C0014724,C1397014,1.0
C0014724,C0426623,1.0
C0014724,C0234229,1.0
C0014724,C0086132,1.0
C0014724,C0344232,1.0
C0014724,C0849759,1.0
C0014724,C0858665,1.0
C0014724,C0278146,1.0
C0014724,C0574068,2.0
C0014724,C0858598,1.0
C0014724,C1282310,1.0
C0014724,C0085635,1.0
C0014724,C0857071,1.0
C0014724,C0241050,1.0
C0014724,C0860277,1.0
C0014724,C0877781,1.0
C0014724,C3839047,1.0
C0014724,C2004489,1.0
C0014724,C0423634,1.0
C0003862,C0741585,4.0
C0003862,C0036572,2.0
C0003862,C0850045,1.0
C0003862,C0857057,1.0
C0003862,C0004604,5.0
C0003862,C0042571,2.0
C0003862,C0281856,1.0
C0003862,C0857027,1.0
C0003862,C0278144,2.0
C0003862,C0221170,5.0
C0003862,C0558489,1.0
C0003862,C0220870,3.0
C0003862,C0278141,2.0
C0003862,C0007859,3.0
C0003862,C0234230,3.0
C0003862,C0028643,3.0
C0003862,C1517205,2.0
C0003862,C0028081,1.0
C0003862,C0241745,1.0
C0003862,C0231749,2.0
C0003862,C0427008,3.0
C0003862,C0425481,1.0
C0003862,C0150055,1.0
C0003862,C0314719,1.0
C0003862,C0235240,1.0
C0003862,C0850630,1.0
C0003862,C0238740,1.0
C0003862,C0087169,2.0
C0003862,C0019559,3.0
C0003862,C0838224,1.0
C0003862,C0221232,1.0
C0003862,C0476289,1.0
C0003862,C0085631,1.0
C0003862,C0877716,1.0
C0003862,C0036396,1.0
C0003862,C0023218,2.0
C0003862,C2142181,1.0
C0003862,C0151825,2.0
C0003862,C0221785,1.0
C0003862,C0162298,1.0
C0003862,C0015644,1.0
C0003862,C0344232,1.0
C0003862,C0234369,1.0
C0003862,C0152029,1.0
C0003862,C0581880,1.0
C0003862,C0151786,1.0
C0003862,C0235004,1.0
C0003862,C0857245,1.0
C0003862,C0239266,3.0
C0003862,C0033775,1.0
C0003862,C0278146,1.0
C0003862,C0575090,1.0
C0003862,C0751559,1.0
C0003862,C0239589,3.0
C0003862,C0232471,1.0
C0003862,C0232849,1.0
C0003862,C0700590,1.0
C0003862,C0241165,1.0
C0003862,C0850149,1.0
C0003862,C0085602,1.0
C0003862,C0240941,1.0
C0003862,C0235234,2.0
C0003862,C0032781,1.0
C0003862,C0277794,1.0
C0003862,C0018520,1.0
C0003862,C0423693,1.0
C0003862,C0522179,1.0
C0003862,C1282310,1.0
C0003862,C0232491,1.0
C0003862,C0241898,1.0
C0003862,C0241374,1.0
C0003862,C0149651,4.0
C0003862,C0239772,1.0
C0003862,C0231655,1.0
C0003862,C0520963,1.0
C0003862,C0877197,1.0
C0003862,C2202100,1.0
C0003862,C0152031,1.0
C0003862,C0740398,1.0
C0003862,C0241394,1.0
C0003862,C0587056,1.0
C0741585,C0857057,2.0
C0741585,C0004604,3.0
C0741585,C0857027,2.0
C0741585,C0221170,1.0
C0741585,C0278141,1.0
C0741585,C0007859,2.0
C0741585,C0232431,1.0
C0741585,C0234230,1.0
C0741585,C0848290,1.0
C0741585,C0028081,3.0
C0741585,C0234255,1.0
C0741585,C0238740,1.0
C0741585,C0085631,1.0
C0741585,C0877716,1.0
C0741585,C0751295,1.0
C0741585,C0023222,1.0
C0741585,C0574002,1.0
C0741585,C0234251,1.0
C0741585,C0236000,1.0
C0741585,C0151786,1.0
C0741585,C0239836,1.0
C0741585,C0150841,1.0
C0741585,C0850149,1.0
C0741585,C0151827,2.0
C0741585,C0751725,1.0
C0741585,C0233844,1.0
C0741585,C0030552,1.0
C0741585,C0744648,1.0
C0741585,C0423575,1.0
C0036572,C0030794,1.0
C0036572,C0849852,1.0
C0036572,C0004604,3.0
C0036572,C0042571,2.0
C0036572,C0549299,1.0
C0036572,C0857027,1.0
C0036572,C0278144,1.0
C0036572,C0851121,1.0
C0036572,C0221170,2.0
C0036572,C0235239,1.0
C0036572,C0220870,2.0
C0036572,C0278141,2.0
C0036572,C0007859,1.0
C0036572,C0232431,1.0
C0036572,C0848724,2.0
C0036572,C0028643,3.0
C0036572,C0028081,2.0
C0036572,C0427008,3.0
C0036572,C0312422,2.0
C0036572,C0241039,1.0
C0036572,C0150055,2.0
C0036572,C0848168,1.0
C0036572,C0425449,3.0
C0036572,C0028084,3.0
C0036572,C0564820,1.0
C0036572,C0086132,2.0
C0036572,C0087169,2.0
C0036572,C0848241,1.0
C0036572,C0085631,1.0
C0036572,C0751295,3.0
C0036572,C0036396,1.0
C0036572,C0023222,2.0
C0036572,C0221785,1.0
C0036572,C0332601,1.0
C0036572,C0233488,1.0
C0036572,C0344232,3.0
C0036572,C0234369,4.0
C0036572,C0037384,1.0
C0036572,C0241902,1.0
C0036572,C0015468,1.0
C0036572,C0231772,1.0
C0036572,C1704276,1.0
C0036572,C0235004,4.0
C0036572,C0043144,3.0
C0036572,C0085636,1.0
C0036572,C0019079,1.0
C0036572,C0278146,2.0
C0036572,C0235267,3.0
C0036572,C0235150,2.0
C0036572,C0850149,1.0
C0036572,C0030196,1.0
C0036572,C0423693,1.0
C0036572,C0948094,1.0
C0036572,C1282310,1.0
C0036572,C0946092,1.0
C0036572,C0235031,1.0
C0036572,C0240194,1.0
C0036572,C0221758,1.0
C0036572,C0849640,1.0
C0036572,C0149651,1.0
C0036572,C0231811,1.0
C0036572,C0240564,1.0
C0036572,C0425485,1.0
C0036572,C1328286,1.0
C0036572,C0427086,1.0
C0036572,C0005874,1.0
C0036572,C0751495,1.0
C0036572,C0424068,1.0
C0036572,C0740425,2.0
C0036572,C0018991,2.0
C0036572,C0240735,1.0
C0042256,C0812426,1.0
C0700184,C0238741,1.0
C0238741,C0007859,1.0
C0238741,C0239377,1.0
C0238741,C0238740,1.0
C0238741,C0236000,1.0
C0238741,C0013456,1.0
C0030794,C0152149,1.0
C0030794,C0004604,4.0
C0030794,C0042571,1.0
C0030794,C0857027,2.0
C0030794,C0221170,1.0
C0030794,C0232487,1.0
C0030794,C0028081,1.0
C0030794,C0849959,1.0
C0030794,C0234229,1.0
C0030794,C0086132,1.0
C0030794,C0019559,1.0
C0030794,C0085631,1.0
C0030794,C0023222,1.0
C0030794,C0236000,1.0
C0030794,C0278146,2.0
C0030794,C2032395,1.0
C0030794,C0013456,1.0
C0030794,C0574068,1.0
C0030794,C1282310,1.0
C0030794,C0857160,1.0
C0030794,C0239832,1.0
C0030794,C0877487,1.0
C0030794,C0241050,1.0
C0030794,C0239375,1.0
C0030794,C0277823,1.0
C0745411,C0241057,1.0
C0745411,C0156405,1.0
C0850045,C0042571,1.0
C0850045,C0558489,1.0
C0850045,C0235240,1.0
C0850045,C0023222,1.0
C0850045,C0344232,1.0
C0850045,C0234369,1.0
C0850045,C0232849,1.0
C0850045,C4042866,1.0
C0920154,C0019209,1.0
C0027424,C0184567,1.0
C0027424,C0085631,1.0
C0027424,C0015468,1.0
C0027424,C0043144,1.0
C0027424,C0848633,2.0
C0027424,C0032781,1.0
C0027424,C0034642,1.0
C0027424,C0522251,1.0
C0027424,C0239886,1.0
C0849852,C0240211,1.0
C0849852,C0027498,1.0
C0849852,C0235004,1.0
C0849852,C0017672,1.0
C0849852,C0240735,1.0
C0152149,C0312422,1.0
C0857057,C0314719,1.0
C0857057,C0023218,1.0
C0857057,C0043144,1.0
C0857057,C0743229,1.0
C0004604,C0549299,2.0
C0004604,C0281856,1.0
C0004604,C0857027,2.0
C0004604,C0278144,1.0
C0004604,C0235129,1.0
C0004604,C0221170,4.0
C0004604,C0220870,1.0
C0004604,C0278141,1.0
C0004604,C0007859,4.0
C0004604,C0232431,2.0
C0004604,C0278148,1.0
C0004604,C0234230,2.0
C0004604,C0423736,1.0
C0004604,C0184567,1.0
C0004604,C0239377,1.0
C0004604,C0028643,3.0
C0004604,C1517205,1.0
C0004604,C0235710,1.0
C0004604,C0231749,2.0
C0004604,C0427008,2.0
C0004604,C0849959,1.0
C0004604,C0150055,4.0
C0004604,C0028084,2.0
C0004604,C0314719,1.0
C0004604,C0850630,2.0
C0004604,C0234229,1.0
C0004604,C0234255,1.0
C0004604,C0238740,1.0
C0004604,C0086132,1.0
C0004604,C0087169,2.0
C0004604,C0019559,3.0
C0004604,C0238656,1.0
C0004604,C0476289,1.0
C0004604,C0085631,4.0
C0004604,C0877716,1.0
C0004604,C0581394,1.0
C0004604,C0036396,6.0
C0004604,C0023218,1.0
C0004604,C0023222,4.0
C0004604,C0151825,1.0
C0004604,C0240129,1.0
C0004604,C0016512,1.0
C0004604,C0015644,3.0
C0004604,C0040460,1.0
C0004604,C0234251,1.0
C0004604,C0740418,1.0
C0004604,C1704276,1.0
C0004604,C0849963,1.0
C0004604,C2169806,1.0
C0004604,C0235004,1.0
C0004604,C0858665,1.0
C0004604,C0427149,1.0
C0004604,C0239836,1.0
C0004604,C0278146,2.0
C0004604,C0575090,1.0
C0004604,C0241705,1.0
C0004604,C0848633,1.0
C0004604,C0423571,1.0
C0004604,C0240941,1.0
C0004604,C0581881,1.0
C0004604,C0151827,1.0
C0004604,C0574068,3.0
C0004604,C0234245,1.0
C0004604,C0741396,1.0
C0004604,C0235706,2.0
C0004604,C2016977,1.0
C0004604,C3257980,1.0
C0004604,C0549343,1.0
C0004604,C0233844,1.0
C0004604,C0857160,1.0
C0004604,C0239511,1.0
C0004604,C0700153,1.0
C0004604,C0178310,1.0
C0004604,C0549248,2.0
C0004604,C0030552,1.0
C0004604,C0236083,1.0
C0004604,C0877487,1.0
C0004604,C0241050,1.0
C0004604,C0581297,1.0
C0004604,C0026838,1.0
C0004604,C0751409,1.0
C0004604,C2202100,1.0
C0004604,C0241042,1.0
C0004604,C0744648,1.0
C0004604,C0423575,1.0
C0042571,C0857027,1.0
C0042571,C0220870,5.0
C0042571,C0232431,1.0
C0042571,C0563278,1.0
C0042571,C0238995,1.0
C0042571,C0232487,1.0
C0042571,C0028081,1.0
C0042571,C0427008,1.0
C0042571,C0312422,1.0
C0042571,C0849959,1.0
C0042571,C1397014,2.0
C0042571,C0235240,1.0
C0042571,C0232602,1.0
C0042571,C0019559,1.0
C0042571,C0085631,1.0
C0042571,C0236000,1.0
C0042571,C0344232,3.0
C0042571,C0234369,1.0
C0042571,C0037384,1.0
C0042571,C0151786,1.0
C0042571,C1704276,1.0
C0042571,C0235004,2.0
C0042571,C0575090,2.0
C0042571,C0581879,1.0
C0042571,C0751559,1.0
C0042571,C0522359,1.0
C0042571,C0232471,1.0
C0042571,C0700590,1.0
C0042571,C0013456,1.0
C0042571,C2370950,2.0
C0042571,C0239832,1.0
C0042571,C0232289,1.0
C0042571,C0231655,1.0
C0042571,C0877487,1.0
C0042571,C0239375,1.0
C0042571,C0751186,1.0
C0549299,C0558489,1.0
C0549299,C0241705,1.0
C0549299,C0236083,1.0
C0281856,C0235129,1.0
C0281856,C0558489,1.0
C0281856,C0184567,1.0
C0281856,C0239377,1.0
C0281856,C0235710,1.0
C0281856,C0857245,1.0
C0281856,C0858665,1.0
C0281856,C0848633,1.0
C0281856,C0423571,1.0
C0281856,C0850149,1.0
C0281856,C2364135,1.0
C0281856,C0549343,1.0
C0857027,C0235239,1.0
C0857027,C0007859,1.0
C0857027,C0848290,1.0
C0857027,C0425481,1.0
C0857027,C0425449,2.0
C0857027,C0426623,1.0
C0857027,C0234229,1.0
C0857027,C0087169,1.0
C0857027,C0085631,1.0
C0857027,C0235004,1.0
C0857027,C0542476,1.0
C0857027,C0043144,1.0
C0857027,C0033775,1.0
C0857027,C0019079,1.0
C0857027,C0009269,1.0
C0857027,C0235267,1.0
C0857027,C0850149,1.0
C0857027,C0239833,1.0
C0857027,C0574068,1.0
C0857027,C0857160,1.0
C0857027,C0240564,1.0
C0857027,C0848337,1.0
C0857027,C0241050,1.0
C0522067,C0239783,1.0
C0522067,C0236000,1.0
C0522067,C1135120,1.0
C0847554,C0344232,1.0
C0847554,C0558148,1.0
C0278144,C0034886,1.0
C0278144,C0013428,1.0
C0278144,C0220870,1.0
C0278144,C0007859,1.0
C0278144,C0278148,1.0
C0278144,C0234230,2.0
C0278144,C0184567,1.0
C0278144,C0232285,1.0
C0278144,C0028643,3.0
C0278144,C0239667,1.0
C0278144,C0241745,1.0
C0278144,C0312422,1.0
C0278144,C0150055,1.0
C0278144,C0232492,1.0
C0278144,C0234229,1.0
C0278144,C0238656,1.0
C0278144,C0015644,1.0
C0278144,C0040460,1.0
C0278144,C0015468,1.0
C0278144,C0027796,1.0
C0278144,C1704276,1.0
C0278144,C0239266,1.0
C0278144,C0278146,1.0
C0278144,C0439814,1.0
C0278144,C0013456,1.0
C0278144,C0241426,1.0
C0278144,C0423693,1.0
C0278144,C1096446,1.0
C0278144,C2016977,1.0
C0278144,C0520962,1.0
C0278144,C0238552,1.0
C0278144,C0178310,1.0
C0278144,C0017672,1.0
C0278144,C0426601,1.0
C0278144,C0587056,1.0
C0034886,C0541887,1.0
C0235129,C0220870,1.0
C0235129,C0239377,1.0
C0235129,C0028643,2.0
C0235129,C0849970,1.0
C0235129,C0221100,1.0
C0235129,C0231749,1.0
C0235129,C0425481,1.0
C0235129,C0241039,1.0
C0235129,C0028084,1.0
C0235129,C0238740,1.0
C0235129,C0036396,1.0
C0235129,C0564823,1.0
C0235129,C0858665,1.0
C0235129,C0239649,1.0
C0235129,C0848633,1.0
C0235129,C0423571,1.0
C0235129,C0549343,1.0
C0812426,C0028081,1.0
C0812426,C0013456,1.0
C0812426,C0549343,1.0
C0812426,C0426484,1.0
C0851121,C0427008,1.0
C0851121,C0857257,1.0
C0851121,C0850630,1.0
C0851121,C0221785,1.0
C0851121,C0235318,1.0
C0221170,C0278141,1.0
C0221170,C0239725,1.0
C0221170,C0007859,4.0
C0221170,C0848283,1.0
C0221170,C0239377,2.0
C0221170,C0028643,5.0
C0221170,C1517205,2.0
C0221170,C0239667,1.0
C0221170,C0231749,2.0
C0221170,C0427008,5.0
C0221170,C0312422,1.0
C0221170,C0751295,2.0
C0221170,C0036396,3.0
C0221170,C2142181,1.0
C0221170,C0023222,1.0
C0221170,C2032420,1.0
C0221170,C0221785,2.0
C0221170,C0574002,1.0
C0221170,C0026837,3.0
C0221170,C0839480,1.0
C0221170,C0564823,1.0
C0221170,C0235004,1.0
C0221170,C0239266,3.0
C0221170,C0278146,1.0
C0221170,C0239589,2.0
C0221170,C0241165,1.0
C0221170,C0235234,1.0
C0221170,C0581881,1.0
C0221170,C3640008,1.0
C0221170,C0239833,2.0
C0221170,C2032418,1.0
C0221170,C0744176,1.0
C0221170,C0751725,1.0
C0221170,C0549248,1.0
C0221170,C0241374,1.0
C0221170,C0239832,1.0
C0221170,C0877487,1.0
C0221170,C0751409,1.0
C0221170,C0476288,1.0
C0221170,C0241042,1.0
C0558489,C0007859,1.0
C0558489,C0028643,2.0
C0558489,C0235240,1.0
C0558489,C0221776,1.0
C0558489,C0015644,1.0
C0558489,C0236000,1.0
C0558489,C0344232,1.0
C0558489,C0857245,1.0
C0558489,C0239836,1.0
C0558489,C0278146,1.0
C0558489,C0578454,1.0
C0558489,C0232849,1.0
C0558489,C0235031,1.0
C0558489,C0423572,1.0
C0558489,C0239451,1.0
C0013428,C0152447,1.0
C0013428,C0234230,1.0
C0013428,C0085594,1.0
C0013428,C0233973,1.0
C0013428,C0151830,1.0
C0013428,C0009193,1.0
C0013428,C0028084,1.0
C0013428,C0234229,1.0
C0013428,C0235234,1.0
C0152447,C0423736,1.0
C0235239,C0220870,1.0
C0235239,C0028081,1.0
C0235239,C0425449,1.0
C0235239,C0028084,1.0
C0235239,C0234369,1.0
C0235239,C0235004,1.0
C0235239,C0043144,1.0
C0235239,C0019079,1.0
C0235239,C0235267,1.0
C0235239,C0240564,1.0
C0220870,C0007859,2.0
C0220870,C0028643,2.0
