disease,postLink,postHeading,postContent,postTags
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/39479/abdominal-pain-running-with-asthma,Abdominal pain running with asthma,"Current asthma meds:  *twice every 12 hours: salmeterol 25 mcg + fluticasonoa propionato 250 mcg *before exercise:  salbutamol 200 mcg Bipolar meds: *before bed:  Quetiapine 200 mg *every 12 hours: Lamotrigine 150 mg Bio: I've had asthma since age 12. I'm 26 now. It's been a huge pain in many ways. I've been jogging and running for a long time, I even do 10k and 15k races. I've been doing treatment for years. I don't think it has ever helped my performance, it just makes the whistling go away. The pain in my trachea when I run fast (not necessarily sprinting) is very intense, I can't breathe, my brain gets dizzy, my muscles get numb. Maybe I can outperform most people at running because I've done it for so long, but when I do literally any other sport I'll be the only person laying on the floor trying to breath for my life after the first couple of sprints or whatever, while everyone else can go for hours. Most of those people play sports or do exercise once a month at most. My doctors never care, they always just tell me to keep taking the meds. Sudden change: About 4 months ago I was training for a race. Everything was fine, the usual sh1t in my cornflakes with the asthma. But my performance was improving little by little (was doing 5k @ 15 k/h). Then one day during training I had a very intense abdominal pain. Unbearable, I had to stop almost immediately. This had never happened before, ever. After that I was never the same, and now it happens every time I train. My performance dropped drastically (now doing 3k @ 14 k/h). This is a huge drop. When I'm done I have the usual painful asthma symptoms plus the intense abdominal pain. I'm so tired of this sh1t. The doctors still don't give a f@ck. I've gone to different pulmonologists and it's all the same. Someone please help.",
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/55409/chronic-cough-breathing-problems-2-years-what-to-tell-doctors-to-get-them-to-run-further-tests-please-advise,Chronic cough/breathing problems 2+ years!!! What to tell doctors to get them to run further tests?  PLEASE ADVISE!!!!,"Over two years ago I started having a bad cough and breathing difficulties. I was diagnosed with bronchitis. It has NEVER gone away. I am constantly coughing. I have times worse than others. Sometimes dry/hacking, sometimes wet/productive. When I start I cannot stop. I have coughed hard enough on several occasions that my vision has become covered in white spots and then gone black, it I cannot tell if I passed out. Occasionally I have pain in my heart, feeling like my heart is a pin cushion. I have seen many doctors blaming my weight, calling it a cold, telling me to see my psychiatrist to change my anxiety meds. All of these things are insulting. I feel miserable. Nobody will run any further tests than a chest x-ray. Nothing shows, but I know something is wrong. Not mention, I got married 6 months ago and in the last month my husband has also started hacking and coughing. On top of all of this, I am a nursing student and I am terrified of potentially passing whatever I have to a patient when I start clinicals. I don't know what to do to get doctors to take me seriously so I can get to feeling better. Please, please help me!","Triggers , Treatment , Tests"
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/58021/coughing,coughing,"over 2 years I've been coughing sometimes severe. My asthma medication wasn't working,cough pills, cough drops but still coughing. Went to the doctor again still coughing. He changed my asthma medication and gave me for reflux to prevent ulcers. Now I'm not coughing or wheezing like I was.","Living & Managing , Triggers , Treatment"
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/59160/multiple-asthma-attacks-a-day,multiple asthma attacks a day,"so ive had excercise induced asthma for as long as i can remember. i have an inhaler and usually it works great. but the last couple weeks ive been having asthma attacks without moving at all, and i have them multiple times a day. i noticed i have one as soon as i wake up in the morning, as well as when im sleeping. i thought it was because i had a cold but i dont have a cold anymore and its getting really bad. at one point i had an attack that lasted 3 hours. my inhaler no longer works.",Triggers
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/62712/could-it-be-lung-or-heart-problem,Could it be lung or heart problem?,"It was started three years ago, i think it will be fine but two years ago i feel something strange in my lungs. The syntoms of shortness of breathing is just mild i experienced it twice a month. Also in my heart it hurts sometimes, but lately it's hard for me to breath and also my heart sometimes squezing and also my chest. I have agoraphobia,cherophobia,pistanthrophobia,thallasophobia,heliophobia,traumatophobia,and i dont what is the reason maybe my phobia sometimes triggered also but this month i have a problem of breathing and maybe my heart also, can someone tells me what it is so i can go directly to a doctor bec. If i dont what it is then i cant go to a specialist...",Living & Managing
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/68111/new-information,New information?,"Does anyone know any new technology, studies, medications or information regarding Type-1 diabetes ? I'm interesting in learning about the future of this disease and haven't heard anything new lately.","Insulin , Type 1 Diabetes"
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/66541/fasting-sugar-140-160-after-2-hours-200-after-4-hours-and-160-after-5-hours,"Fasting Sugar 140. 160 after 2 hours, 200 after 4 hours and 160 after 5 hours","I am 46 and am diabetic for the last 10 years. My fasting sugar is always about 140. After 2 hours is 160, 200 after 4 hours, 160 after 5 hours.  Is it okay?","Living With , Type 2 Diabetes , Symptoms"
Asthma,https://messageboards.webmd.com/health-conditions/f/asthma/81181/trouble-with-breathing-while-running-in-cold-temperatures,Trouble with breathing while running in cold temperatures,"A few years ago without warning I started having issues with breathing while running outside in cold weather (usually 40 degrees f. or colder). I had been running 2 -3 times a week, 2 - 5 miles each time for about 4 years when this started. I used to get all the normal symptoms when running in cold weather but now, in addition, it's much more difficult to breathe and I get a pain on both sides of my neck starting near my collar running up to my ears. Once I notice the pain, no matter how soon I stop running I will also get a headache that will last up to 20 or 30 minutes after I've stopped running. Has anyone else experienced this or know what it is? I've explained this to past medical personnel, had cardio tests done but all I'm told is that it might be environmentally induced asthma. I'm wondering if there's anything I can do so that I can get back to running when it's cold outside.","Living & Managing , Triggers , Treatment , Diagnosis , Tests"
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/81311/read-about-the-keto-fast-diet,read about the Keto Fast diet,"With type 2 diabetes, on metformin, and high blood pressure meds, is it ok to take the Keto Fast?",Type 2 Diabetes
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/84134/meal-replacements-for-type-ii,Meal Replacements for Type II,Is it a good idea to use meal replacement shakes for breakfast and lunch if you are type II?,Type 2 Diabetes
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/58150/medication,Medication,I take 1000 mg of metformin twice daily. Been told 2 different things but 2 different dr. One says take 1000 mg at time and one says only take 500mg at time as body only absorbs that much and other 500 is going to waste.,Type 2 Diabetes
