disease,postLink,postHeading,postContent
Muscle Spasm,https://www.drugs.com/answers/started-amitriptyline-50mg-today-tonight-started-606414.html,I started on amitriptyline 50mg today and tonight I started getting mild to medium muscle spasms in?,... my arms and legs. how seriouse is this and what can I do? 
Muscle Spasm,https://www.drugs.com/answers/half-cyclobenzaprine-flexeril-10mg-3483980.html,Can I take half of cyclobenzaprine (Flexeril) 10mg?,I will be talking to my doctor when I go back to see him at the end of this month to lower my dose to 5mg. Until then is it okay to take half a 10mg flexeril my only issue with this drug is that it makes me drowsy. I have back spams everyday & it helps. I have read on the internet that you may not get half the dose meaning more or less then 5mg. Basically is it safe to spilt a 10mg flexeril in half so it doesn’t make me as drowsy. 
Obesity,https://www.drugs.com/answers/anyone-feel-topamax-making-stupid-3352358.html,Does anyone else feel like Topamax is making the stupid?,I feel like the Topamax is leeching my brain. I forget simple (and not so simple) words and jumble words in sentences. Sometimes I speak complete gibberish. It's hard to be a professional when I use words like thingy and whosit or just stand there and stare blankly because all the thoughts just went out of my head. I'm on 200mg am 150mg pm. 
Muscle Spasm,https://www.drugs.com/answers/anyone-tizanidine-peripheral-neuropathy-521475.html,Has anyone used Tizanidine for peripheral neuropathy?,"I have had 4 surgeries for scoliosis/kyphosis. There are 2 18"" titanium rods and about 50 screws, beginning just under my hairline and all the way down to my tailbone. The first surgery was almost 5 years ago. I have been on numerous pain meds. and muscle relaxers. Sad to say, I don't get any significant relief from anything I took in the past, or am currenrly taking. One med I am taking is Tizanidine 4mg bid. I have also developed peripheral neuropathy. A friend of mine who also suffers from neuropathy, takes a high does of Tizanidine, usually 20mg during the day, and 32mg at bedtime. She feels like she has discovered a miracle! As earlier stated, I don't feel any improvement for my back pain, nor do I have any less pain in my feet. She also had a cervical-spinal abcess and underwent back surgery for that. She gets no pain relief for the back pain, but is pain-free in her feet now... altho her dose of the Tizanidine is clearly WAY higher than mine! Well, I guess it's too late to make a long story short! So, back to the orignial question... has anyone taken Tizanidine for neuropathy with successful results? One more thing; I read how many of you have gotten good results with your back pain, and I'm really happy for you!!! Be well!! "
Muscle Spasm,https://www.drugs.com/answers/restless-legs-syndrome-hi-i-have-a-question-about-519532.html,"Restless Legs Syndrome - Hi, I have a question about RLS. Is it related to Charley Horses? I woke up","... screaming mid AM with one recently. (RLS runs in my family), so I usually keep baby jar bananas on hand for emergencies. Also, is magnesium/zinc good, too? Recently, I was seen in the ER and given Reglan which caused severe RLS . Thought I would jump off the stretcher. I was seen for debilitating head pain that was not relieved by my back medication tramadol. Percocet was the only med (given by pcp)that brought a few hours of head pain relief. Thanks for any assistance! "
Major Depressive Disorder,https://www.drugs.com/answers/insomnia-mirtazapine-remeron-7-5-mg-best-results-1469313.html,Insomnia: How to take Mirtazapine (Remeron) 7.5 MG for best results?,"I have insomnia, under what conditions should I take Mirtazapine (Remeron) 7.5 MG to get the best sleep results? On an empty stomach or with a meal? Right before going to sleep or a few hours before?  I ask because I recently tried Ambien, which did nothing to help me. I was so desperate for sleep that I even took several Ambien pills over the recommended dose and still, I didn't get any sleep. Luckily, my lack of sleep lead to a serious loss in appetite and I took the Ambien on an empty stomach when before I had been taking it right after dinner. BIG DIFFERENCE!  My doctor has me trying out Remeron now. It worked the first night I tried it, but not the second night and I can't remember what I did differently those two nights. So, I was hoping that instead of using the trial and error method (while loosing sleep for every wrong attempt I make) to figure out the specifics, someone that already has some experience with this medication could tell me what works best? Any and all helpful information is welcomed. Thank You! "
Muscle Spasm,https://www.drugs.com/answers/pain-and-severe-tinnitus-in-neck-and-ears-spasms-474306.html,"Pain and severe tinnitus in neck and ears, spasms in throat from whiplash 16 months ago?","..Recieved 9 botox injections 2 weeeks ago. arms now hurt, neck and shoulders are hurting bad and tinnitus is worse too. Is this normal after shots? Especially since I was so bad i can't use arms. Will this improve. I jut have much more pain than before and more limited motion. Please help me. Thanks Cath "
Muscle Spasm,https://www.drugs.com/answers/back-pain-i-only-have-one-kidney-so-medications-454520.html,"Back Pain - I only have one kidney so medications are limited when managing pain, options?","I want to get off the percocets. Would Zanaflex be an acceptable substitute to request from my Dr. as a step down from the narcotic, or is switching to Zanaflex not really a ""step down"" from Percocets? The medications I am currently taking is Vyvance for ADD, Xanex for anxiety, Flexeril (sp?) for muscle spasms, Neurotonin (sp?) for nerve pain, and Percocets for pain. ( I am also 5 months post opp from a C-5/C-6 anterior cervical fusion from spinal stenosis and mylapathy (sp?), and a little over 1 month post opp from a L-5/S-1 anterior lumbar fusion from a herniated and collapsed disc) I do not have insurance so money is also an issue. In researching, I thought maybe I could cut out the Percocets and Flexeril and save money by replacing the 2 with Zanaflex. I feel kind of funny about suggesting a medication to my Dr., but I'm just trying to save money and try to eliminate the Percocets to my already stiff cocktail regiment.  Any thoughts, opinions, suggestions? "
Muscle Spasm,https://www.drugs.com/answers/mirapex-side-effect-night-muscle-spasm-entire-635119.html,"Mirapex side effect at night, muscle spasm of entire body starting at head and working down to feet?","Has anyone had this problem? Took Mirapex for 4 years for RLS before this started. Almost like a violent yawn where every muscle in my body tenses. Happens 10-14 times a night. I started cutting back in Dosage (from 2 MG to 1 MGM at night and it seems to be helping. I cut back gradually and now that I am down to 1MG a night it seems to have almost stopped. I aslo stopped my cholesterol medicine. When that didn't help, I started cutting back on the MIrapex. Still not100% sure it the Mirapex. Anyone else have this issue? "
Muscle Spasm,https://www.drugs.com/answers/is-it-ok-to-break-open-capsules-of-generic-soma-374941.html,Is it OK to break open capsules of generic Soma and take the powder in food?,I'm using generic Soma 350mg in capsule form. It seems to take a very long time to kick it. Is it OK to break open the capsule and take the powder in food or is that too much at once? 
Muscle Spasm,https://www.drugs.com/answers/trouble-getting-flexeril-brand-name-generic-does-362247.html,Trouble getting Flexeril brand name. Generic does not work for me. Manufacturer is back ordered?,... until March 2011 however the date keeps changing to a later one. (This status began in Nov 2010). Does anyone know of a pharmacy where they still have a supply of Flexeril brand name only? 
Muscle Spasm,https://www.drugs.com/answers/soma-makes-me-feel-drunk-338305.html,Soma makes me feel drunk?,"is this natural?it comes and goes ,not all the time !i'm also on narco ,tramadol for chronic pain in my back and stomach .the soma's are to help with fibro .and they do help ! i just don't know when i'm going to feel drunk ! i don't like this feeling but want the relief they give !is there anything else that will work with out this drunk feeling at times ! i don't take my meds like i should because i'm afraid of becoming addicted to them !but i just found out that i need back surgery again ! and i have been hurting a lot more so i have been taking them as much as possible !i'm scared of addiction but i;m tired of hurting all the time !either i take my meds like i should ,and maybe get addicted or i hurt ! i believe i will take my chance with my meds ! thanks for letting me sprout off ! "
Muscle Spasm,https://www.drugs.com/answers/stiff-man-syndrome-i-have-sps-i-am-being-treated-511588.html,"Stiff-man Syndrome - I have SPS, I am being treated with zanaflex and diazapam... both are in high?",... doses preventive... yet I am required to double or triple doses during flare ups and still relief is minimal... Does anyone have any suggestions... Thanks 
Muscle Spasm,https://www.drugs.com/answers/norco-pills-flexeril-aprazolam-865021.html,Can I take my norco pills with my flexeril and aprazolam?,
Muscle Spasm,https://www.drugs.com/answers/i-am-experiencing-muscle-spasm-above-my-eye-could-415196.html,I am experiencing muscle spasm above my eye. could this be caused by long term use of fluoxetine?,have been on this medication for 14 years... 
Muscle Spasm,https://www.drugs.com/answers/does-nor-flex-work-good-for-muscle-spasms-385626.html,Does norflex work good for muscle spasms?,i am starting this medication today the help deal with my muscle spasms that are a symptom of my chronic lower back pain 
Muscle Spasm,https://www.drugs.com/answers/atorvastatin-extreme-anxiety-muscle-spasms-655319.html,Atorvastatin - extreme anxiety and muscle spasms?,"... Has anyone else experienced the horrible anxiety and muscle spasms while on Atorvastsin? I have stopped using it for fear of muscle degeneration. The side effects were too horrible to continue. I NEVER had panic attacks until using it. Now that I have been off of it for 16 days, the anxiety completely stopped but the muscle cramps remain. "
Migraine,https://www.drugs.com/answers/migriane-preventative-weight-gain-1362065.html,Looking for migriane preventative that does not cause weight gain?,"I have suffered from migraines for many years, ever since I was in the Army starting a decade ago. I have been treated with many medications in recent years, to include Elavil (Amitriptyline) Nortiptyline, and Topamax; and am also taking Effexor for fibromyalgia. I noticed a year or so after starting the Elavil that I was gaining weight; and this was significant as before this time I was always underweight for the first 26 years of my life; and suddenly gaining almost 25-30 lbs was pretty significant. My doctor stated it could be the Elavil; and placed me on Topamax. (I had taken Topamax years ago but had to stop it due to the fact that it suppressed my appetite; so she said it might be a plus/plus now to help me with my migraines as well as bring my weight back down). However, this time around the symptoms were much worse; I did in fact lose weight, but also suffered from nausea and dizziness; constant tingling in my hands and feet; and other symptoms. So she moved me over to nortriptyline, which was supposed to not have as much of a weight impact. However, I have noticed in the month I've been taking it that the weight has come back, and pretty quickly too; as has my appettie and cravings for sugar and carbs. So my question is is there any sort of migrainie preventative that actually does NOT cause weight AND helps prevent migraines? (Elavil seemed to work relatively well for migraines; Topamax and Nortriptyline not so much.) "
Migraine Prevention,https://www.drugs.com/answers/anyone-lyrica-pregabalin-available-generic-drug-590597.html,Does anyone know when Lyrica [pregabalin] will be available as a generic drug?,"Iam asking about a lower cost at pharmacies. I am on a high dosage and cannot afford to get my whole RX so I ration it , save it for a day when I need to be active. "
Muscle Spasm,https://www.drugs.com/answers/advil-ibuprofen-4-headache-45-min-ago-prescribed-3091984.html,Advil - I took ibuprofen (4) for a headache about 45 min ago. Can I take my prescribed Tylenol #3?,... (2) and one zanaflex(muscle relaxer) for my back spasms? 
Muscle Spasm,https://www.drugs.com/answers/psych-dr-gave-seroquel-300mg-taking-baclofen-15mg-737212.html,"Psych Dr gave me Seroquel 300mg, while I was taking Baclofen 15mg-4xa day; 2mg Tizanidine-3xday;?","... Venlafaxine 150mg; and I began to be confused, and disoriented. Then I lost my memory. My husband took me to the hospital. The ER Dr's dc'd the Tizanidine, cut my Seroquel to 150mg, and lowered the Baclofen to 10mgs,4xday. Now I am extremely agitated, anxious, and more depressed than usual. Was I taking too many medications that caused the memory loss? I have multiple sclerosis [and trouble sleeping.]. "
Muscle Spasm,https://www.drugs.com/answers/risk-mixing-prednisone-20mg-backofen10-mg-3075380.html,Is there a risk mixing prednisone 20mg with Backofen10 mg and Tramadol HCL 50mg?,"I went into ER for severe pain in my butt to my foot.. They gave me Tramadol 50 mg for pain, they also gave me the prednisone 20 mg and Baclofen 10mg for relaxs my Muscles., Diclifenac this was one other but i wont take it causes heart attack or strokes .. I just resently had heart failure and i have other prblem am scare too take these meds in fear i will die.. Please tell Me if they in fact are safe to conbine them.. Am michele "
Muscle Spasm,https://www.drugs.com/answers/muscle-spasm-spasms-numbness-sprained-knee-mean-721989.html,"Muscle Spasm - I keep having spasms and numbness in my sprained knee, what does this mean?","I have a right sprained knee that that still feels muscle spasms and numbness as well as stiffness. Sometimes I can move it more easily and sometimes not, I still use a cane for leverage. "
Migraine,https://www.drugs.com/answers/topiramate-long-topamax-start-working-migraines-2119775.html,Topiramate - How Long Does it take for Topamax to Start Working for Migraines?,"Hi, I have only been taking Topamax for about 3 weeks (25mg AM and 50mg PM). I haven't even really had many bad side effects either. Some dizziness in the beginning, but not too bad. I also take Forfivo XL, which is basically Welbutrin XL but with 450mg all in one pill. I actually think this helps because it keeps me alert and works against the drowsiness. I still seem to be getting tension headaches everyday, so I am wondering when it will start to work. Also I haven't noticed much with weight loss either. I feel some appetite suppression, soda does taste a bit funny, but all in all food still takes pretty good to me. Just for some info. on me: I am a 33 year old female, 130lbs, 5'5, with 3 kids 10 years old and younger. I suffer from depression, anxiety and tension headaches. Thanks! "
Muscle Spasm,https://www.drugs.com/answers/medication-zanaflex-build-over-time-work-right-581150.html,Medication - Zanaflex - does it need to build up over time or does it work right away?,
Migraine,https://www.drugs.com/answers/this-is-day-3-for-my-husband-on-amitriptyline-50-386665.html,"Just started amitriptyline, feeling very tired, how long will this last?",This is day 3 for my husband on Amitriptyline 50 mg for migraine prevention. He is very tired and we're wanting to know if this is normal and/or how long this will take to subside as it is difficult for him to function like this? 
Obesity,https://www.drugs.com/answers/topamax-pm-weight-loss-601374.html,When is it better to take Topamax in AM or PM for weight loss?,I have been on Topamax for three weeks I started off on 50mg now 75mg and soon I will start 100mg. The way I take it now is 25mg in the morning and 50 at bedtime but I have not had any weight loss. I am wondering if I am sleeping off the side effect by taking it at night any suggestions? The only side effect I am having is runny nose and sneezing... Thank you!! 
Migraine,https://www.drugs.com/answers/aimovig-canada-3426342.html,When will I be able to get Aimovig in Canada?,Does any one know where I can find out when Aimovig will be available in Canada? New migraine treatment drug approved for use and now available in the US.  Thanks ! Christine 
Migraine Prevention,https://www.drugs.com/answers/best-medication-remedy-depression-anxiety-579994.html,What is the best medication/remedy for depression and anxiety?,"Im 16 and have had this type of issue all of my life. I used to take 450mg of bupropion (Wellbutrin) but after 7-8 months or so I started feeling as though the medication wasn't helping anymore, I would become very down, angry, irritable and agitated. I was told to stop taking it by my Dr. Once I was off of Wellbutrin I would have crying spells and panic attacks and I felt very sick. I now take 20mg of celexa (3rd week taking it) I already feel slight improvement but rather sick. I also have a low thyroid and take levothyroxyn for it (8-9 months taking it) what's best for generalized anxiety and depression? "
Migraine,https://www.drugs.com/answers/long-side-effects-after-tapering-topamax-549512.html,How long did your side effects last after tapering off Topamax?,"I was on topamax for about 3 months and at 75 mg. This drug was highly changing my mood and personality and it was only mildly effective at helping the migraines. I spoke with my doctor and he told me to wean off by 25 mg every 4 days. I took my last pill on day 12. I am currently 9 days free of Topamax but I am still dealing with pretty intense muscle spasms (eye, leg, feet) and I seem to feel dizzy and almost a little bit like a panic attack. I was wondering does anyone know how long it would take for this to wear off? I was only on the drug 3 months. I still fear I could have a seziure and I wonder if I weaned off too quickly. I am also a bit of a worry wart so that doesn't help any of my problems.  I would love to talk to my doctor about it but he doesn't like to return phone calls so I have taken to the internet. "
Migraine Prevention,https://www.drugs.com/answers/experienced-seizures-bupropion-wellbutrin-867590.html,Has anybody experienced seizures with bupropion (wellbutrin)?,"I am supposed to be starting out at 100 mg for first few days and increase to 200 mg if well tolerated. I ended up breaking the pills in half and only taking 50 mg for first two days because I am terrified of having a seizure. I am already feeling side effects on this low dose, jittery, tremors, restlessness but feel tired at the same time. Is this normal? Also, is anyone taking this as a migraine preventive? That is why I am taking it as well as being depressed. "
Muscle Pain,https://www.drugs.com/answers/joint-muscle-pain-nicotine-patches-long-side-581027.html,Joint and muscle pain while using nicotine patches. how long does these side effects last. I have?,... only just started using them.(stage 1).it is very painful and stops me in my tracks 
Migraine Prevention,https://www.drugs.com/answers/is-it-ever-ok-to-take-tramadol-with-celexa-320804.html,Is it ever ok to take tramadol with celexa(citalopram) or wellbutin(bupropion)?,
Muscle Pain,https://www.drugs.com/answers/you-muscle-pain-xarelto-2664305.html,What can you take for muscle pain when on xarelto?,
Muscle Pain,https://www.drugs.com/answers/31-weeks-pregnant-taking-2-8-50mg-tramadol-day-688693.html,I am 31 weeks pregnant and have been taking 2-8 50mg tramadol a day throughout they are not?,"... prescribed but I told my doc I was taking them..I had stopped for the first 3 months and then started again. I asked her if she could prescribe them insead of the codiene and tylenol she was giving me because they don't make me nauseous and tired like the others did and she looked it up and said shed rather not..but if I have them she couldn't stop me from taking them. So she gave me hydrocondone 5mg instead. My ? Is, what r the chances my baby will be born with withdrawls, would the withdrawls be the same as hydro withdrawls and if the docs know he's withdrawling can cps get involved and can they tell the difference between tramadol and hydrocodone in the babys system because the tramadol is not prescribed but the hydrocodone is. My doc knows I've been taking the tramadol but still not sure if I can get into trouble for it..id I stop a month before my due date what are the chances my baby will withdrawl. Sorry long I know but these are all ?s I need answred "
Muscle Pain,https://www.drugs.com/answers/can-i-take-aspirin-ibuprofen-or-paracetamol-along-252787.html,"Can I take aspirin, ibuprofen or paracetamol along with tramadol?",If the pain is really bad? 
Migraine,https://www.drugs.com/answers/long-amitriptyline-withdrawal-767041.html,How long does Amitriptyline withdrawal last?,I was prescribed Amitriptyline 10mg to be taken at nighttime for migraine prevention. Well it was giving making my already bad insomnia even worse to the point that I was unable to sleep even with my prescription medicine for sleep. So I stopped taking it. I had only been taking it for a week and at such a low dose I thought it would be fine. Well now after 2 days I began experience unremitting dizziness I have been dizzy for two days and I started taking the Amitriptyline at 5mg hoping it would go away. Anyone experience dizzy from stopping Amitriptyline and if so how long did this last? 
Osteoarthritis,https://www.drugs.com/medical-answers/tylenol-advil-difference-3126965/,,
Osteoarthritis,https://www.drugs.com/medical-answers/motrin-advil-difference-3122169/,,
Osteoarthritis,https://www.drugs.com/medical-answers/aleve-advil-difference-3122144/,,
Osteoarthritis,https://www.drugs.com/answers/this-is-why-i-hate-doctors-my-horrible-story-203263.html,This is why I hate doctors... my horrible story?,"This is why I hate doctors... in my area, they are jerks and care only about themselves and their career... here it is.. The other night, I couldn't sleep. i knew I had a UTI and felt terrible, but dealt with it because I don't trust doctors. Sometimes I can treat it myself with homeopathic remedies and I'm ok,,, but after another sleepless night, I got up around 2 in the morning and felt so dizzy I passed out cold on my kitchen floor. When I came too, my husband was looking over me scared to death, I don't know what happened, but I felt like my BP was skyhigh, so he got scared and called the Ambulance {mistake #!} they came out, and saw I could walk and was alert, so they asked if I wanted to go to the hospital, and my husband convinced me to go. So, I got in the Ambulance feeling very emabressed, and they treated me very badly and told me that I was keeping them from more important duties, I felt like I could've jumped out and walked home. I felt so bad I even apoligized, because I diddn't know what else to say. and I hadn't slept in 2 days. So, I get to the hospital and was greeted by actually a very nice nurse, who was compationate and actually cared.   So, after and urine sample and a bp check {was 184/104} and a 2 hour wait. The doctor came in calling me by my last name, I knew that wasn't good. He said I would not have died from my HBP today, but I would eventually and that wasn't a reason to be there.and then he asked what the problem was and I told him, when he saw I came in by ambulance, he proceeded to tell me that I was a bad person, that someone could have died because I took an ambulance, and that an ambulance ride costs 600$, and then he told me that people die every day because of someone like me and I was ""taxing the system"", When he left I cried so hard that when the nurse came in, she couldn't understand what I was saying. When I finally got it out, she was understanding and said what he said was horrible and she wrote down in my chart what he had said to me and gave me a number to call to complain, when I told my husband and when he picked me up what happened, he immediatly called that person to complain, after he told her she said,""oh no, not again"". So, I hope he got in trouble. I hope I recieve something in the mail for a law suit against him or something but I don't think I would get that lucky. I already don't trust dr anyway, and this confirmed my feelings. I have many diagnosis and I haven't been to my dr for a while because I dont trust any one I have even had. My Grandfather was the lead medical director and an MD at that hospital for 55 years. If he was still alive that dr would've been fired on the spot... so there it is, sorry so long, sometimes I think about it and cry, where is the compassion? What about the hippocratic oath? Its all lost now adays... something needs to be done.. thanks for reading... PS~when I left my BP was 202/126... I left anyway! "
Muscle Pain,https://www.drugs.com/answers/prilosec-joint-bone-muscle-pain-581348.html,"Does Prilosec cause joint, bone and/or muscle pain?",
Muscle Spasm,https://www.drugs.com/answers/ibuprofen-800mg-cyclobenzaprine-810314.html,Can I take ibuprofen 800mg with cyclobenzaprine?,
Muscle Pain,https://www.drugs.com/answers/pain-whats-the-best-muscle-relaxant-available-154938.html,What's the best muscle relaxant available with a prescription? All opinions wanted!,I'm about to start a skeletal muscle relaxant for physical therapy and need your help! Here are a list of skeletal muscle relaxants. Please select the one you have had the best results with and let me know about it! I would appreciate it so much! Thanks in advance!  -Carisoprodol (Soma)  -Cyclobenzaprine (Flexeril) -Metaxalone (Skelaxin) -Tizanidine (Zanaflex)  -Dantrolene (Dantrium) -Baclofen (Lioresal) -Chlorzoxazone (Paraflex) -Orphenadrine (Norflex) 
Osteoarthritis,https://www.drugs.com/medical-answers/aleve-ibuprofen-difference-3125179/,,
Muscle Spasm,https://www.drugs.com/answers/you-flexeril-lithium-tylenol-pm-together-2929505.html,"Can you take flexeril, lithium and tylenol pm all together?",
Muscle Spasm,https://www.drugs.com/answers/severe-muscle-spams-cramps-over-body-valium-very-2704910.html,"I have severe muscle spams & cramps all over my body, valium does very little to help?","6 years ago I started getting muscle spams & severe cramps that left large bruises on my body my drs. tested for many causes and came up with many possible reasons but no cure or treatment, they now affect my entire body.15 mg. valium is all they have tried but it does not help. any ideas. "
Muscle Spasm,https://www.drugs.com/answers/white-round-832-over-8020-2672966.html,What is a white round pill with 832 over 8020?,About the size of an aspirin 
Muscle Pain,https://www.drugs.com/answers/is-adderall-xr-causing-muscle-pain-cramping-and-441662.html,"Is Adderall XR causing muscle pain, cramping and weakness?","I'm a 47 y/o female and was diagnosed with ADHD at age 6 but I did not take the meds, (can't remember why). At age 44 I decided to get tested and was diagnosed as having ADHD (of the inattentive type). I've also suffered from anxiety all of my life. Since beginning Adderall XR 15 mg, now 20 mg for 2 months, I have been experiencing muscle pain, cramping/tightening and weakness. Adderall changed my life for the better, (except for the pain if that's the cause). Not thinking that my pain was caused by this med my Dr. began sending me to one specialist after another, a Psychologist, 2 Psychiatrists, a Neuro Surgeon, a Spine Specialist, a Neurologist, and a Rheumatologist. All specialist say there is nothing wrong. I've had a CT scan, 4 MRIs, a nerve test and several X-Rays. All show no abnormalities. I've had 4 months of physical therapy, 1 yr. of Chiropractic care and spent thousands of dollars on in home equipment to ease the pain. Nothing has helped and I refuse to take pain relievers, I don't believe covering up the problem is the answer... Recently, I was told by my Rheumatologist that I had ""Myofacial Pain"". REALLY?! I'm no Dr. but I believe that was the reason WHY I made the appt. to see him. What I'd like to know is the cause of my pain... :/ Needless to say, I'm completely frustrated and becoming increasingly depressed. It hurts to do simple household chores, I rarely leave my home, and out of desperation I spend up to 10 hrs a day on the internet looking for answers. I'm beginning to wonder if the Adderall XR is the cause. Has anyone else experienced these issues while on this med? If so, what ADHD med were you switched to? PLEASE HELP!!! (Sorry for the lengthy question) Thanks! "
Muscle Spasm,https://www.drugs.com/answers/ihave-couple-pills-told-somas-numbers-466-2599743.html,Ihave a couple pills here that I were told we're somas they are and they have the numbers 466 on th?,they are round white pill with the numbers 466 imprinted on them are these somas if not do you happen to know what they are 
Muscle Spasm,https://www.drugs.com/answers/zanaflex-bad-1736620.html,Is zanaflex really that bad?,I was prescribed zanaflex 4mg TID but have never taken it before. I've read most side effects and am think of taking 1mg first to see how it effects me. Any ideas or thoughts? Is it really that bad as far as hallucinations etc go? 
Muscle Spasm,https://www.drugs.com/answers/metaxalone-muscle-relaxers-rib-spasms-732809.html,Metaxalone - what muscle relaxers help rib spasms?,Extreme pain no relief with skelaxin 
Muscle Spasm,https://www.drugs.com/answers/soma-flexeril-ineffective-2958342.html,Soma n Flexeril ineffective. Whats next?,I have Severe Neck Pain. I have a fusion in the same area so its defn muscle not disk. My range of motion is Very Limited. I can no longer drive. What is next on the hierarchy of muscle relaxers? Ive taken Flexeril. Didnt phase me. Went to Soma. A little relaxing. Help? Whats next?! TIA 
Muscle Spasm,https://www.drugs.com/answers/esophageal-spasm-8-hours-into-spasm-swallow-1240548.html,Esophageal Spasm - I am 8 hours into a spasm and cannot swallow anything. I do not want to go to?,"... the ER. Not in pain, but cannot swallow anything. What can I do to get it to relax? "
Muscle Spasm,https://www.drugs.com/answers/nitroglycerin-did-taking-nitro-tab-cause-more-448416.html,Nitroglycerin - Did taking nitro tab cause more urination?,"Friend had a heart attach 2 weeks ago, 2 days ago she had back spasm and she took one nitro tab, today she had neck pain and took one nitro and now she said she is urinating frequently. Is this normal? "
Muscle Pain,https://www.drugs.com/answers/how-long-does-it-take-to-get-zoloft-out-of-your-322865.html,How long does it take to get Zoloft out of your system?,"I went to the Dr. for a change in meds because of side effects on Tramodol, nothing serious just muscle pain. And OMG after only three doses of Zoloft I started having these panic attacks, nevousness and feel awful. I can not even get to sleep at night. I went back to the Tramodol, but the awful feelings are still present. Depression is also back. I will never do that again. How do I get back to where I was? Please help someone. "
Muscle Spasm,https://www.drugs.com/answers/do-norflex-tablets-come-in-an-instant-release-303724.html,"Do norflex tablets come in an instant release, regular release form or just extended release form?","Does anyone know if norflex (orphenadrine) tablets come in an instant release, regular release form? and if so what mg tablets they are? My doctor gave me a prescription for norflex 100mg tablets and i filled it and they are extended release, i've never taken a muscle relaxer in an extended release form and think i'd prefer it to not be extended release because if they were regular like most muscle relaxers are then they also help me sleep. I have read good things about norflex but i wasn't expecting an extended release pill, (must have missed that bit of info) I was hoping someone might know because i wanted to know if this form even exists before i ask the doctor about it. "
Muscle Spasm,https://www.drugs.com/answers/i-am-taking-lyrica-to-relieve-muscle-spasms-126777.html,I am taking Lyrica to relieve muscle spasms caused by my seizure. Anyone with same condition?,My seizure was a result from a high fever over 6 years ago. I suffered memory problems from the brain damage caused by the seizure. My mother forgot to put the Lyrica pill in my pill box Friday night and Saturday morning. I was suffering so badly with spasms yesterday and last night. Is there anything else out there that can help with muscle spasms or do I have to take Lyrica for the rest of my life? I cannot even keep track of my medicine let along hug my 2 daughters without getting spasms. I have gone to so many doctors including one last week that was recommended to me. He's a Naturopathic Physician and the visit cost me a total of $825.00 that's not covered by insurance. Now I'm really skeptical about that doctor. 
Migraine Prevention,https://www.drugs.com/answers/anyone-out-there-have-fibromyalgia-that-has-made-157530.html,Anyone out there have fibromyalgia that has made them quit their jobs?,"To stay home and manage the pain.I'm a female 55 and i've been home for a year. It's like if i rest for 2 days i 'm good for 1day , i'm on 200 mg of lyrica, 50 mg of savella, 2 davocet n 100 a day (that's all my dr will give me) and other meds for panic & depression.I just wanted some feed back from others please. "
Muscle Spasm,https://www.drugs.com/answers/cyclobenzaprine-flexeril-contain-aspirin-due-3448012.html,Does cyclobenzaprine (Flexeril) contain aspirin? I am due for surgery in 2 weeks and allowed no...,... aspirin containing drugs. 
Muscle Spasm,https://www.drugs.com/answers/nerve-dmanage-causing-muscle-spasm-cramp-pain-544423.html,Nerve damage causing muscle to spasm and cramp. the pain is unbearable!,"What does anyone reccomend for muscle pains in my legs, back, pretty much all over the body. Muscle spasms are the best I can to describe the problem. Nerve damage is causing the muscles to cramp. Besides muscle therapy I need something else to decrease my pain. I've got heated padding, vibrating mats to sit on or lay on. Anyone have a secret or 3 to share? "
Muscle Spasm,https://www.drugs.com/answers/side-effects-voltaren-gel-ribs-3390902.html,What are the side effects of using Voltaren Gel on the ribs?,I used Voltaren Gel on ribs on the left mid chest. The third time I used it there along with hot shower I developed severe chest spasms. I thought I was having a heart attack. It subsided in 4-5 minutes. I will be going for a cardiac evaluation. 
Muscle Spasm,https://www.drugs.com/answers/neurontin-mussel-spasms-3263839.html,Can Neurontin be taken for mussel spasms?,
Migraine,https://www.drugs.com/answers/3-4-placebo-sugar-pills-7-birth-control-2717660.html,"Can I take 3-4 placebo ""sugar"" pills instead of 7 while on birth control?","I'm currently using Alysena 28 as a form of birth control. It is a monophasic pill, and contains 21 active pills and 7 sugar pills. I've been using it for 5 months now and take it at the same time every day, and have never missed an active pill. However, I get migraines (without aura) and am easily affected by hormonal changes, and thus I find the transition from the end of the sugar pill week to new active pills hard. Normally, on the 1st day of a new pack after taking the sugar pills for 7 days, I start to get a migraine and can become fairly nauseous. For the last 2 cycles, I've been taking the 21 active pills religiously, but have only been taking 3-4 of the sugar pills instead of the 7. Instead of taking the last few pills of the sugar pills, I've been throwing them out and instead starting a new pack a few days early. For some reason, this has helped my migraines/headaches. I've tried to run packs together (no placebo week) but have a LOT of breakthrough bleeding. Other than this small flaw, the pill has had no other side effects for me. However, is this safe? Can I shorten my sugar pill week without fear of pregnancy/other health risks? I plan on talking to a doctor very soon about this, but would just like to know if I'm at risk.  Thank you so much! "
Muscle Spasm,https://www.drugs.com/answers/flushing-supra-pubic-catheter-996037.html,Flushing a supra pubic catheter?,"when flushing my patients supra pubic catheter , urine is coming into the syringe. This has happened twice. Bladder spasm cause this? We flush it with NS and let it drain thru tube from gravity. Should I be pushing the NS thru with the plunger instead of thru gravity? When the urine comes back into the syringe it is painful for her and she urinates thru her urethra. I know its not clogged because this happened again right after she came back from having it changed. "
